Izsaukuma laiks,"Pacienta vecums, gadi","Dzimums, 1 - sieviete, 2- vīrietis",Unnamed: 3,NMP pamata diagnoze: G45.9 -1; I64 - 2; I63.9 - 3  ,Nogādāšanas laiks PSKUS,"GKS skala, 1 - nav izvērtēts","FastTest skala: N Negatīvs - 1; P>60 Pozitīvs, lielo asinsvadu oklūzijas iespējamība ≥ 60% - 2; P<15 Pozitīvs, lielo asinsvadu oklūzijas iespējamība <15% - 3; P>30 Pozitīvs, lielo asinsvadu oklūzijas iespējamība ap 30% - 4; nav izvērtēts - 5",Uzņemšanas rezultāts,Pārvests uz,Karte,Personas kods,Iestāšanās diagnoze,Iestāšanās diagnozes nosaukums,Izrakstīšanas diagnoze,Izrakstīšanas diagnozes nosaukums,Iestāšanās laiks,Izrakstīšanas laiks,Izr_dat,Izr_mēn,Izr_gads,Izr_kustība,Izr_kustības nosaukums,Izr_nodaļa,Izr_nodaļas nosaukums,Izr_profils,Izr_profila nosaukums,Pacienta uzvārds
2025-06-24 06:55:00,62,1,,2,2025-06-24 07:59:00,13,1,Hospitalized,Home,K202500485,,I64,"Stroke, not specified as hemorrhage or infarction",E11.9,Type 2 diabetes mellitus without complications,2025-06-24 08:14:00,28.06.2025 19:14,28,6,2025,1,Discharged home,202,Stroke unit,30,Internal medicine,Bērziņa
10.12.2025 16:12,53,2,,1,2025-12-10 17:37:00,15,2,Hospitalized,Neurology,K202500486,150372-54141,G45.9,"Transient cerebral ischemic attack, unspecified",I64,"Stroke, not specified as hemorrhage or infarction",2025-12-10 17:52:00,18/12/2025 20:52,18,12,2025,4,Continues treatment,101,Neurology ward,30,Internal medicine,Ivanovs
2024-06-27 22:07:00,63,2,,3,2024-06-27 23:58:00,10,2,Hospitalized,Stroke unit,K202400487,070661-17346,I63.9,"Cerebral infarction, unspecified",A41.9,"Sepsis, unspecified organism",28/06/2024 00:01,2024-07-05 01:01:00,5,7,2024,1,Discharged home,303,ICU,20,Intensīvā terapija,Bērziņa
2024-01-24 20:42:00,57,1,,3,2024-01-24 21:33:00,1,2,outpatient,Neurology,K202400488,211167-74905,I63.9,"Cerebral infarction, unspecified",I50.9,"Heart failure, unspecified",24.01.2024 21:54,2024-01-30 17:54:00,30,1,2024,4,Continues treatment,202,Stroke unit,10,Neurology,Avotiņš
28/02/2024 09:42,93,2,,2,2024-02-28 12:16:00,12,5,Hospitalized,Stroke unit,K202400489,030331-21265,I64,"Stroke, not specified as hemorrhage or infarction",I61.9,"Intracerebral hemorrhage, unspecified",2024-02-28 12:37:00,05/03/2024 03:37,5,3,2024,2,Transferred to another hospital,202,Stroke unit,99,Neurology,Liepiņš
2024-08-07 23:36:00,83,2,,3,2024-08-08 00:39:00,8,5,Hospitalized,Stroke unit,K202400490,060841-31436,I63.9,"Cerebral infarction, unspecified",E11.9,Type 2 diabetes mellitus without complications,08/08/2024 01:20,11/08/2024 09:20,11, 02,2024,4,Continues treatment,404,Admission ward,30,Internal medicine,Pavlovs
2024-01-27 23:22:00,71,2,,3,2024-01-28 02:08:00,1,3,Hospitalized,Stroke unit,K202400491,070653-99374,I63.9,"Cerebral infarction, unspecified",I64,"Stroke, not specified as hemorrhage or infarction",2024-01-28 02:32:00,2024-02-11 23:32:00,11,2,2024,1,Discharged home,202,Stroke unit,,Internal medicine,Jansone
23.05.2025 16:33,91,1,,3,2025-05-23 17:25:00,12,3,Hospitalized,Stroke unit,K202500492,111034-51393,I63.9,"Cerebral infarction, unspecified",I50.9,"Heart failure, unspecified",2025-05-23 17:29:00,30/05/2025 22:29,30,5,2025,4,Continues treatment,404,Admission ward,30,Internal medicine,Jansons
2024-05-21 09:45:00,73,1,,2,21.05.2024 12:20,1,3,Hospitalized,Stroke unit,K202400493,260351-19996,I64,"Stroke, not specified as hemorrhage or infarction",I61.9,"Intracerebral hemorrhage, unspecified",2024-05-21 12:25:00,2024-06-04 12:25:00,4,6,2024,1,Discharged home,303,ICU,20,Intensīvā terapija,Kļaviņa
13.07.2024 12:26,60,1,x,1,2024-07-13 14:23:00,11,3,Hospitalized,Neurology,K202400494,280564-62336,G45.9,"Transient cerebral ischemic attack, unspecified",I61.9,"Intracerebral hemorrhage, unspecified",2024-07-13 14:37:00,2024-07-20 14:37:00,20,7,2024,2,Transferred to another hospital,303,ICU,20,Intensīvā terapija,Lapiņš
13.06.2024 05:31,38,2,,3,2024-06-13 08:14:00,3,5,hospitalized,Neurology,K202400495,071233-24535,I63.9,"Cerebral infarction, unspecified",G40.9,"Epilepsy, unspecified",2024-06-13 08:24:00,2024-06-26 16:24:00,26,6,2024,2,Transferred to another hospital,202,Stroke unit,10,Neurology,Miezītis
2024-12-08 03:51:00,79,1,,3,2024-12-08 06:30:00,14,4,Hospitalized,Neurology,K202400496,080745-39771,I63.9,"Cerebral infarction, unspecified",I63.9,"Cerebral infarction, unspecified",2024-12-08 06:43:00,21.12.2024 15:43,21,12,2024,1,Discharged home,202,Stroke unit,30,Internal medicine,Grīnbergs
2024-09-14 19:45:00,58,1,,2,2024-09-14 22:24:00,15,1,Hospitalized,Neurology,K202400497, 240966-39334 ,I64,"Stroke, not specified as hemorrhage or infarction",I61.9,"Intracerebral hemorrhage, unspecified",2024-09-14 22:46:00,2024-09-18 14:46:00,18,9,2024,1,Discharged home,101,Neurology ward,10,Neurology,Pavlovs
2024-05-26 07:01:00,69,2,,2,2024-05-26 07:38:00,4,3,Hospitalized,Neurology,K202400498,220655-75205,I64,"Stroke, not specified as hemorrhage or infarction",J18.9,"Pneumonia, unspecified organism",2024-05-26 08:20:00,29.05.2024 00:20,29,5,2024,1,Discharged home,202,Stroke unit,10,Neurology,Balodis
24/08/2024 16:03,60,1,,3,2024-08-24 18:12:00,1,4,Transferred,Neurology,K202400499,140764-87367,I63.9,"Cerebral infarction, unspecified",J18.9,"Pneumonia, unspecified organism",2024-08-24 18:55:00,2024-09-07 01:55:00,7,9,2024,1,Discharged home,101,Neurology ward,30,Internal medicine,Andersone
2025-03-16 05:03:00,54,2,,2,2025-03-16 07:18:00,15,2,Hospitalized,Home,K202500500,260171-89289,I64,"Stroke, not specified as hemorrhage or infarction",G51.0,Bell's palsy,2025-03-16 07:54:00,2025-03-18 21:54:00,18,3,2025,3,Died in hospital,202,Stroke unit,10,Neurology,Ivanovs
